Respondent ID,Question,Option,Questions_clean,Options_clean
gDjd4jJ,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
MeKNJOg,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
RGKMrx4,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
Ekzdg0B,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
vGjeaad,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
VLEQWyj,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
ob6eJa5,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
OD1XRx8,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
gDjLEjM,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
vGGPg6v,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
Ekk0lxL,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
A77Dr5k,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
jaa9WjR,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
KYYPDjD,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
2EEgj1b,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
Gxe1WBO,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
ob9d1EP,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
0Qr72NA,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
dWbLG6V,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
68DbgLB,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
2EXER0M,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
0Qr72NA,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
A7vrMOW,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
44rQXQA,What benefits do you receive in your current role?,Select all that apply Performance bonuses,Benefits,Performance bonuses
ROO4pQ,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
aWWqQW,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
GMMG9j,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
M004gp,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
M00o4E,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Vrgppg,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
aWVegW,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
W4yBGj,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
babDbZ,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
W4x7pk,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
VrkVav,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
aVNoYZ,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Y8PJ1J,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
lJrqZB,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
DgNVNE,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
6akZlo,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
BMBWKK,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
OOJrGM,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
lJvdqV,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
25QegM,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
a7zjrE,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
YN9JKd,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
G8Z71O,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
11kDD4,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
O6Vlp7,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
2MaNR9,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
plDl9B,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
80Gdyo,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
R7R6lj,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
vQqkZv,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
4gGBVb,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
edopMo,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
d5MKkA,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
OWpMGM,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
BMBWKK,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
dL82vz,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
RXg5yp,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
EjGa6N,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Ja5vLY,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
WO9O4oj,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
WO9J5BQ,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Zj59Wj0,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Np5rZNN,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
0Qr72NA,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
rjyajqL,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Zj5EjrB,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
b5VjZJ6,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
yPZ2M5W,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
zxXyN2Z,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
EkzdQpN,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
RGKM02p,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
gDjd4jJ,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
LZ17Yvp,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
MeKNJOg,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
44XJNrX,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
44XJ1PO,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
LZ1752J,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
VLEQWyj,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
ob6eJa5,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
xXxD2B5,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
KYQVp2K,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
D44qDKj,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
vGGPg6v,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
Ekk0lxL,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
A77Dr5k,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
KYYPDjD,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
ob9d1EP,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
0Qr72NA,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
BzEO911,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
dWbLG6V,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
2EXER0M,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
9qZWMBE,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
XxoDNae,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
0Qr72NA,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
9q7zl9X,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
MeRe2GX,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
jaPelP4,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
44rQXQA,What benefits do you receive in your current role?,"Select all that apply Pension contributions e.g., Tier 2/3",Benefits,"Pension contributions e.g., Tier 2/3"
rXexOX,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
L88bNJ,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
7QQZzR,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
aWWqQW,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
899l2A,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
GMMG9j,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
M00o4E,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
baPNQo,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
W4yBGj,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
M0o7q8,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
babDbZ,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
Jy5j77,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
lJrqZB,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
DgNVNE,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
6akZlo,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
BMBWKK,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
YN9JKd,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
bbJgQE,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
O6Vlp7,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
XKGEyL,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
edopMo,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
d5MKkA,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
OWpMGM,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
BMBWKK,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
jdpxK9,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
Ja5vLY,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
WO9O4oj,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
WO9J5BQ,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
eqZMdql,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
kdaeaar,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
OD141M7,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
RGKMGjP,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
Zj5EjrB,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
EkzdQpN,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
RGKM02p,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
gDjd4jJ,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
81oa8jP,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
vGjeV70,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
vGjeaad,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
VLEQWyj,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
Bz4xB7R,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
A77Dr5k,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
ob9d1EP,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
BzEO911,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
dWbLG6V,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
2EXER0M,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
VLjyxPN,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
XxoDNae,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
yP4xYDW,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
jaPelP4,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
44rQXQA,What benefits do you receive in your current role?,Select all that apply Transport allowance/reimbursement,Benefits,Transport allowance/reimbursement
ROO4pQ,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
7QQZzR,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
aWWqQW,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
GMMG9j,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
Akkgql,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
qy6O25,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
M0o7q8,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
babDbZ,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
W4x7pk,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
VrkVav,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
DLl0xp,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
pabexq,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
lJrqZB,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
DgNVNE,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
6akZlo,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
YN9JKd,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
1q8jJO,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
kMVkvd,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
O6Vlp7,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
2MaNR9,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
R7R6lj,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
edopMo,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
d5MKkA,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
RXg5yp,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
EjGa6N,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
WO9J5BQ,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
Zj5EjrB,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
b5VjZJ6,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
9qG99XE,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
RGKM02p,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
81oa8jP,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
b5Vj4B2,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
q4ZDMyd,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
pbxyX9E,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
vGjeV70,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
VLEQWyj,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
xXxD2B5,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
jaDoNVa,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
Bz4xB7R,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
5BKZgq6,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
xXxYE75,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
QKK5yEp,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
A77Dr5k,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
ob9d1EP,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
0Qr72NA,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
dWbLG6V,What benefits do you receive in your current role?,Select all that apply Meal allowance/subsidies,Benefits,Meal allowance/subsidies
M00o4E,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
Vrgppg,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
VrkVav,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
YN9JKd,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
G8Z71O,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
RXg5yp,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
QKK5yEp,What benefits do you receive in your current role?,Select all that apply Childcare support,Benefits,Childcare support
222OQj,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
aWWqQW,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
Akkgql,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
M004gp,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
Vrgppg,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
DLl0xp,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
9VGzqp,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
lJrqZB,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
a7zjrE,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
9b4py1,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
YN9JKd,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
1q8jJO,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
R7R6lj,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
4gGBVb,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
WO9J5BQ,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
RGKM02p,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
ob9d1EP,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
jaPelP4,What benefits do you receive in your current role?,Select all that apply Gym/Wellness membership,Benefits,Gym/Wellness membership
oJJvBx,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
ORvjYM,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
GMWQ7p,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
ROEQ6l,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
ORWlvg,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
baBY22,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
MoVKx0,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
YN9JKd,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
11XjMO,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
jO6Pl6,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
