Respondent ID,Question,Option
rjozjVL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Brif Africa
Vrgppg,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
jKNlLE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
ORvjYM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
bPVY7E,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
PV94zb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
MoVKx0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
V2keLJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
KqzG4D,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
2E8X249,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
eqZMdql,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
OD141M7,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
jaDoNVa,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
D44qDKj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Python Ghana
rXexOX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
L88bNJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
VrrMqJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
oJJvBx,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
aWWqQW,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
Poox0P,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
W444AN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
ORRpdp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
GMMNye,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
zVlrRk,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
ORvjYM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
GMWQ7p,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
babDbZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
DLl0xp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
bPVY7E,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
aVNoYZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
kqaM6Z,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
9VGzqp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
20Nqpp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
rz6GDv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
zPzYrE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
a7KD8v,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
76MEbZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
MoVKx0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
OONXOA,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
bbJgQE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
j1V80J,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
kMVkvd,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
KqzG4D,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
O6Vlp7,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
jO6Pl6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
114Kop,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
o4MybM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
o4AB1P,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
XKGEyL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
xeZK5J,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
OWpMGM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
dL82vz,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
pjMOa1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
xkoazv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
RXg5yp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
Jag0Go,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
Ja5vLY,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
OD1DqWa,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
eqZMdql,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
aQNexBb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
dWqad9q,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
b5Vj4B2,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
yPZ2RYB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
eqZQjNq,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
VLEQklJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
eqZrg9l,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
Xxl4zJO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
Npp7aaW,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
PddA9zx,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
eq5B1a0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
2EaKXNL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
kdNNWAR,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
jalN119,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
rjozjVL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?","Select all that apply GDG Google Developer Groups Ghana chapters e.g., GDG Accra, GDG Kumasi"
gB2DvO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply ForLoop Ghana
rzZ6Z5,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply ForLoop Ghana
OD141M7,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply ForLoop Ghana
76MEbZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Open Source Community Africa OSCA Ghana
OD1DqWa,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Open Source Community Africa OSCA Ghana
yPZXXV6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Open Source Community Africa OSCA Ghana
PV94zb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply PyLadies
pjMOa1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply PyLadies
jalN119,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply PyLadies
RE552l,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Startup Grind Accra
rzZ6Z5,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Startup Grind Accra
OD1DqWa,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Startup Grind Accra
kdGgx9d,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Startup Grind Accra
lJrqZB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Founder Circle
zPzYrE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Founder Circle
kdNNWAR,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Founder Circle
Vrrrjj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
W444AN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
XjX4Ag,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
W4yBGj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
aW7JVy,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
Jy5j77,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
PoaGD5,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
1jZYdW,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
PVE8K1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
EyMZXr,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
25QegM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
a7zjrE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
OONXOA,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
bbJgQE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
11XjMO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
80Gdyo,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
NeByeG,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
QgKXKp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
gDjDWLO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
A7P7glo,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
Np5rZNN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
MeKDKGY,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
Zj5EjrB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
LZ17Daj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
aQN5YRv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
81oa8jP,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
vGjeV70,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
5BKZgq6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
vGGPg6v,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
eq5B1a0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
Gxe1WBO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
BzEO911,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
PdzKQXd,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Other
7QQZzR,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
M00o4E,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
kLqlDJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
GMWKBp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
qy6O25,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
W4x7pk,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
Y2N2z5,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
897725,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
ORWlvg,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
ebdeLQ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
VrkVav,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
XjKvqe,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
pabexq,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
6akZlo,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
BMBWKK,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
q0W2ZG,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
87Poyr,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
OOJrGM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
bbK141,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
MoMxlX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
9b4py1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
YN9JKd,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
zPAxqk,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
yV58kX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
G8Z71O,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
1q8jJO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
11kDD4,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
2MaNR9,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
LQKWpJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
plDl9B,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
rxlAdv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
lPNWlo,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
R7LP14,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
M959El,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
Q68N6Y,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
4gGBVb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
edopMo,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
BMBWKK,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
BOgxL5,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
Z4gNY0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
jdpxK9,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
b5V5YVZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
WO9O4oj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
RGKWd2v,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
WO9J5BQ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
Zj59Wj0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
vGjrN9v,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
ebdeLQ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
rjyajqL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
yPZ2M5W,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
zxXyN2Z,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
68JjNMA,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
44XJjbk,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
44XJNrX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
44XJ1PO,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
2E8aDXM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
RGKMrx4,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
dWqaR0o,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
2E8aVND,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
Ekzdg0B,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
q4ZDMyd,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
QK2epLG,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
yPZ2b7B,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
vGjeaad,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
44XJ08O,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
OD14xya,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
VLEQWyj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
KYQ5jBX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
7RlKXKR,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
xXxD2B5,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
OD1XRx8,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
KYQVp2K,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
GxvzJoL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
gDjLEjM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
KYYpg1D,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
QKK5yEp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
Ekk0lxL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
A77Dr5k,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
2EEgj1b,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
ob9Brx1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
2EjqejD,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
dWbLG6V,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
68DbgLB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
QK12J2X,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
2EXER0M,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
5BblWev,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
VLjyxPN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
XxoDNae,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
kdG5gje,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
A7BBPy0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
ob2GOaN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
vGPoA8v,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
RGPGjAQ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
kdEdBK6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
jaPelP4,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
A7vrMOW,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply None
rXexOX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
Vrglva,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
rz6GDv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
lJvdqV,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
MoVKx0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
kMVkvd,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
Jag0Go,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
yPZXXV6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
yPZM784,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
aQNexBb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
5BKjYzb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
44X9k15,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
0Qr72NA,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
kdNNWAR,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Cursor Accra
Poox0P,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
Akkgql,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
M004gp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
Vrrrjj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
W444AN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
XjjKVe,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
PoKjaV,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
Vrgppg,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
Vrglva,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
QGL04p,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
7QGV1L,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
qy6vNg,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
M0o7q8,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
